price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,log_price,price_per_sqft,total_rooms,bath_bed_ratio,has_parking
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,1,14.893920139314865,816.6666666666666,4,0.3333333333333333,1
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,1,14.893920139314865,803.2786885245902,5,0.25,0
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,0,14.893920139314865,844.8275862068965,4,0.3333333333333333,1
2940000,2700,2,1,1,0,0,0,0,0,0,0,0,0,14.893920139314865,1088.888888888889,3,0.5,0
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,1,14.893920139314865,933.3333333333334,4,0.3333333333333333,0
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,0,14.893920139314865,444.44444444444446,4,0.3333333333333333,0
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,1,14.869822587735804,944.078947368421,3,0.5,0
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,1,14.869822587735804,790.633608815427,3,0.5,0
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,0,14.869822587735804,478.3333333333333,3,0.5,0
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,1,14.869822587735804,531.4814814814815,5,0.25,0
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,1,14.863706360718368,548.5576923076923,5,0.25,0
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,0,14.85755249514399,859.0909090909091,4,0.3333333333333333,1
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,1,14.85755249514399,651.7241379310345,4,0.3333333333333333,1
2835000,2640,2,1,1,0,0,0,0,0,1,0,0,0,14.85755249514399,1073.8636363636363,3,0.5,1
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1,14.845129975145433,1056.6037735849056,4,0.3333333333333333,1
2800000,3960,3,1,1,1,0,0,0,0,0,0,0,0,14.845129975145433,707.070707070707,4,0.3333333333333333,0
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,1,14.819812167161142,401.47058823529414,3,0.5,0
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,1,14.819812167161142,682.5,4,0.3333333333333333,1
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,1,14.806908762325234,673.75,3,0.5,0
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,1,14.793836680757881,676.1565836298932,3,0.5,0
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,0,14.793836680757881,1330.0,3,0.5,0
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,1,14.793836680757881,732.7823691460055,6,1.0,0
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,1,14.793836680757881,950.0,4,0.3333333333333333,0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1,14.793836680757881,1094.6502057613168,4,0.3333333333333333,0
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,0,14.793836680757881,764.3678160919541,3,0.5,1
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,0,14.793836680757881,665.0,4,0.3333333333333333,0
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,1,14.791201633119877,832.967032967033,3,0.5,0
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,1,14.791201633119877,663.25,4,0.3333333333333333,0
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,1,14.772559282310597,894.8453608247422,3,0.5,0
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,1,14.767168433675721,719.4444444444445,3,0.5,0
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,1,14.767168433675721,588.6363636363636,3,0.5,0
2590000,3600,2,2,2,1,0,1,0,0,1,0,0,0,14.767168433675721,719.4444444444445,4,1.0,1
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,1,14.739769459487606,875.0,4,0.3333333333333333,0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,1,14.739769459487606,792.4528301886793,4,0.3333333333333333,0
2520000,3000,2,1,2,1,0,0,0,0,0,0,0,0,14.739769459487606,840.0,3,0.5,0
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,1,14.725783217512866,564.7727272727273,4,0.3333333333333333,0
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,0,14.725783217512866,828.3333333333334,4,0.3333333333333333,0
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,1,14.71159858252091,763.2398753894081,4,0.3333333333333333,0
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,1,14.71159858252091,756.1728395061729,3,0.5,1
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,1,14.71159858252091,816.6666666666666,3,0.5,1
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,1,14.71159858252091,700.0,3,0.5,0
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,1,14.71159858252091,506.198347107438,3,0.5,0
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,1,14.71159858252091,318.1818181818182,3,0.5,0
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,1,14.694307085410848,662.4484181568088,3,0.5,0
2380000,2475,3,1,2,1,0,0,0,0,0,0,0,0,14.682611045647658,961.6161616161617,4,0.3333333333333333,0
2380000,2787,4,2,2,1,0,0,0,0,0,0,0,0,14.682611045647658,853.9648367420165,6,0.5,0
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,1,14.682611045647658,729.1666666666666,3,0.5,0
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,1,14.667795959862516,644.2307692307693,3,0.5,0
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,1,14.652758082497977,726.4150943396227,3,0.5,0
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,0,14.637490610367188,1239.1067538126363,3,0.5,0
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,1,14.637490610367188,573.0478589420655,2,1.0,0
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,1,14.637490610367188,573.0478589420655,4,0.3333333333333333,0
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1,14.621986423831222,1148.7179487179487,4,0.3333333333333333,0
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,1,14.618856530822296,421.3207547169811,4,0.3333333333333333,0
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,1,14.573977204644862,711.6666666666666,3,0.5,0
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,1,14.557447902693651,875.0,4,0.3333333333333333,0
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,1,14.557447902693651,700.0,5,0.25,0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,1,14.557447902693651,625.0,3,0.5,1
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,1,14.4884550312067,573.0994152046784,6,0.2,0
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1,14.452087387035824,1111.764705882353,4,0.3333333333333333,0
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,1,14.452087387035824,517.9501233214579,3,0.5,0
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,1,14.433395254023672,620.4013377926422,3,0.5,1
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,1,14.414347059052979,606.6666666666666,3,0.5,1
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,0,14.384878637342375,736.3125,4,0.3333333333333333,0
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,1,14.375126345899696,483.42541436464086,3,0.5,0
1750000,2910,3,1,1,0,0,0,0,0,0,0,0,0,14.375126345899696,601.3745704467354,4,0.3333333333333333,0
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,1,14.375126345899696,454.54545454545456,4,0.3333333333333333,0
